id	SNR	n_genes	n_samples	genes	samples	direction	genes_up	genes_down	gene_indexes	sample_indexes
33	1.9739790006945057	2	21	ENSG00000073536|NLE1 ENSG00000289810|ENSG00000289810	healthy-6620-p_6 healthy-6688-p_56 healthy-6743-p_63 healthy-6818-p_59 healthy-6884-p_64 healthy-6935-p_54 healthy-6960-p_32 pah-6691-p_23 pah-6712-p_17 pah-6751-p_24 pah-6803-p_50 pah-6858-p_7 pah-6872-p_4 pah-6890-p_47 pah-6904-p_25 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6822-p_18 ph-lung-6825-p_52 ph-lung-6898-p_8 ph-lung-6952-p_36	UP	ENSG00000073536|NLE1 ENSG00000289810|ENSG00000289810		8777 15787	0 3 5 6 9 10 11 15 16 17 19 23 25 27 29 37 38 41 42 44 47
34	1.970012591148542	2	12	ENSG00000068615|REEP1 ENSG00000165716|DIPK1B	healthy-6655-p_27 healthy-6658-p_22 healthy-6818-p_59 pah-6608-p_16 pah-6634-p_28 pah-6660-p_13 pah-6824-p_34 ph-lung-6662-p_55 ph-lung-6678-p_42 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6980-p_26	UP	ENSG00000068615|REEP1 ENSG00000165716|DIPK1B		11359 16106	1 3 8 12 14 22 26 35 36 37 38 49
35	1.9644118767588403	4	23	ENSG00000133812|SBF2 ENSG00000171365|CLCN5 ENSG00000179104|TMTC2 ENSG00000290385|ENSG00000290385	healthy-6655-p_27 healthy-6658-p_22 healthy-6819-p_19 healthy-6960-p_32 pah-6634-p_28 pah-6637-p_41 pah-6691-p_23 pah-6751-p_24 pah-6803-p_50 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6904-p_25 pah-6922-p_35 pah-6958-p_40 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6678-p_42 ph-lung-6689-p_29 ph-lung-6747-p_46 ph-lung-6749-p_57 ph-lung-6885-p_58 ph-lung-6932-p_21	UP	ENSG00000133812|SBF2 ENSG00000171365|CLCN5 ENSG00000179104|TMTC2 ENSG00000290385|ENSG00000290385		4973 7224 7535 14107	1 4 6 8 13 16 18 20 21 22 23 25 26 28 29 31 32 34 35 36 38 43 45
36	1.958313974578464	5	16	ENSG00000030110|BAK1 ENSG00000114125|RNF7 ENSG00000126698|DNAJC8 ENSG00000165916|PSMC3 ENSG00000188000|OR7D2	healthy-6818-p_59 healthy-6819-p_19 healthy-6968-p_15 pah-6744-p_2 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6958-p_40 ph-lung-6689-p_29 ph-lung-6748-p_43 ph-lung-6898-p_8 ph-lung-6932-p_21 ph-lung-6952-p_36 ph-lung-6976-p_12 ph-lung-6980-p_26	UP	ENSG00000030110|BAK1 ENSG00000114125|RNF7 ENSG00000126698|DNAJC8 ENSG00000165916|PSMC3 ENSG00000188000|OR7D2		3504 3550 5972 6439 16077	3 4 7 18 19 21 24 26 28 31 37 44 45 47 48 49
37	1.9555703281490455	5	6	ENSG00000007350|TKTL1 ENSG00000146197|SCUBE3 ENSG00000167914|GSDMA ENSG00000275302|CCL4 ENSG00000275743|TRBV14	pah-6660-p_13 pah-6942-p_9 pah-6958-p_40 ph-lung-6747-p_46 ph-lung-6952-p_36 ph-lung-6976-p_12	UP	ENSG00000007350|TKTL1 ENSG00000146197|SCUBE3 ENSG00000167914|GSDMA ENSG00000275302|CCL4 ENSG00000275743|TRBV14		7548 9230 13820 14240 16075	14 21 30 32 47 48
38	1.9522917515089528	12	22	ENSG00000023041|ZDHHC6 ENSG00000110344|UBE4A ENSG00000112624|BICRAL ENSG00000116525|TRIM62 ENSG00000116698|SMG7 ENSG00000134283|PPHLN1 ENSG00000137642|SORL1 ENSG00000144028|SNRNP200 ENSG00000148700|ADD3 ENSG00000152601|MBNL1 ENSG00000174231|PRPF8 ENSG00000266094|RASSF5	healthy-6655-p_27 healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 healthy-6935-p_54 pah-6744-p_2 pah-6824-p_34 pah-6863-p_3 pah-6890-p_47 pah-6904-p_25 pah-6922-p_35 pah-6958-p_40 ph-lung-6748-p_43 ph-lung-6822-p_18 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6976-p_12 ph-lung-6980-p_26	DOWN		ENSG00000023041|ZDHHC6 ENSG00000110344|UBE4A ENSG00000112624|BICRAL ENSG00000116525|TRIM62 ENSG00000116698|SMG7 ENSG00000134283|PPHLN1 ENSG00000137642|SORL1 ENSG00000144028|SNRNP200 ENSG00000148700|ADD3 ENSG00000152601|MBNL1 ENSG00000174231|PRPF8 ENSG00000266094|RASSF5	138 195 228 259 420 787 1965 1988 2748 3460 4115 7069	1 3 4 5 10 18 19 20 21 24 26 29 33 37 41 43 44 45 46 47 48 49
39	1.9456135771706031	6	6	ENSG00000124191|TOX2 ENSG00000182648|RNF32-DT ENSG00000196549|MME ENSG00000211663|IGLV3-19 ENSG00000211964|IGHV3-48 ENSG00000279942|ENSG00000279942	pah-6608-p_16 pah-6824-p_34 pah-6890-p_47 pah-6922-p_35 ph-lung-6825-p_52 ph-lung-6898-p_8	UP	ENSG00000124191|TOX2 ENSG00000182648|RNF32-DT ENSG00000196549|MME ENSG00000211663|IGLV3-19 ENSG00000211964|IGHV3-48 ENSG00000279942|ENSG00000279942		11365 12255 12557 12777 13179 15345	12 19 20 26 42 44
40	1.9379700967444593	2	19	ENSG00000107679|PLEKHA1 ENSG00000165322|ARHGAP12	healthy-6620-p_6 healthy-6655-p_27 healthy-6818-p_59 healthy-6819-p_19 pah-6691-p_23 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6922-p_35 pah-6958-p_40 ph-lung-6649-p_33 ph-lung-6689-p_29 ph-lung-6748-p_43 ph-lung-6822-p_18 ph-lung-6825-p_52 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6932-p_21	DOWN		ENSG00000107679|PLEKHA1 ENSG00000165322|ARHGAP12	5020 5950	0 1 3 4 18 19 20 21 23 26 28 31 34 37 41 42 43 44 45
41	1.935128309931202	8	19	ENSG00000101096|NFATC2 ENSG00000127334|DYRK2 ENSG00000166685|COG1 ENSG00000167984|NLRC3 ENSG00000185920|PTCH1 ENSG00000186174|BCL9L ENSG00000188827|SLX4 ENSG00000235437|LINC01278	healthy-6655-p_27 healthy-6818-p_59 healthy-6819-p_19 pah-6634-p_28 pah-6744-p_2 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6922-p_35 pah-6958-p_40 ph-lung-6748-p_43 ph-lung-6822-p_18 ph-lung-6825-p_52 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6949-p_66	DOWN		ENSG00000101096|NFATC2 ENSG00000127334|DYRK2 ENSG00000166685|COG1 ENSG00000167984|NLRC3 ENSG00000185920|PTCH1 ENSG00000186174|BCL9L ENSG00000188827|SLX4 ENSG00000235437|LINC01278	310 1098 1296 2296 4382 6106 6751 7010	1 3 4 18 19 20 21 22 24 26 28 33 37 41 42 43 44 45 46
42	1.9310826468064566	2	18	ENSG00000002933|TMEM176A ENSG00000106565|TMEM176B	healthy-6658-p_22 healthy-6819-p_19 healthy-6884-p_64 healthy-6935-p_54 healthy-6960-p_32 healthy-6968-p_15 pah-6608-p_16 pah-6634-p_28 pah-6660-p_13 pah-6751-p_24 pah-6890-p_47 pah-6904-p_25 ph-lung-6662-p_55 ph-lung-6748-p_43 ph-lung-6754-p_20 ph-lung-6755-p_1 ph-lung-6932-p_21 ph-lung-6952-p_36	DOWN		ENSG00000002933|TMEM176A ENSG00000106565|TMEM176B	3986 5238	4 5 6 7 8 11 12 14 19 22 25 29 35 37 39 40 45 47
43	1.9263326937063807	7	24	ENSG00000114841|DNAH1 ENSG00000130816|DNMT1 ENSG00000143442|POGZ ENSG00000196313|POM121 ENSG00000215908|CROCCP2 ENSG00000272333|KMT2B ENSG00000272916|ENSG00000272916	healthy-6620-p_6 healthy-6655-p_27 healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 pah-6744-p_2 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6922-p_35 pah-6942-p_9 pah-6958-p_40 ph-lung-6748-p_43 ph-lung-6822-p_18 ph-lung-6825-p_52 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6976-p_12 ph-lung-6980-p_26	DOWN		ENSG00000114841|DNAH1 ENSG00000130816|DNMT1 ENSG00000143442|POGZ ENSG00000196313|POM121 ENSG00000215908|CROCCP2 ENSG00000272333|KMT2B ENSG00000272916|ENSG00000272916	558 634 1399 1422 5363 10563 14623	0 1 3 4 10 18 19 20 21 24 26 28 30 33 37 41 42 43 44 45 46 47 48 49
44	1.9200174499783398	5	15	ENSG00000011422|PLAUR ENSG00000081041|CXCL2 ENSG00000132823|OSER1 ENSG00000277632|CCL3 ENSG00000289872|ENSG00000289872	healthy-6818-p_59 healthy-6819-p_19 pah-6608-p_16 pah-6634-p_28 pah-6637-p_41 pah-6803-p_50 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6922-p_35 ph-lung-6678-p_42 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6932-p_21 ph-lung-6976-p_12	UP	ENSG00000011422|PLAUR ENSG00000081041|CXCL2 ENSG00000132823|OSER1 ENSG00000277632|CCL3 ENSG00000289872|ENSG00000289872		2850 4214 6887 10759 15673	3 4 12 13 16 18 20 22 26 28 36 37 38 45 48
45	1.9144339674006248	11	17	ENSG00000061938|TNK2 ENSG00000070010|UFD1 ENSG00000072518|MARK2 ENSG00000099331|MYO9B ENSG00000100941|PNN ENSG00000103168|TAF1C ENSG00000141279|NPEPPS ENSG00000144711|IQSEC1 ENSG00000167615|LENG8 ENSG00000181523|SGSH ENSG00000196476|C20orf96	healthy-6658-p_22 healthy-6688-p_56 healthy-6960-p_32 healthy-6968-p_15 pah-6608-p_16 pah-6634-p_28 pah-6637-p_41 pah-6691-p_23 pah-6712-p_17 pah-6744-p_2 pah-6751-p_24 pah-6803-p_50 pah-6904-p_25 ph-lung-6649-p_33 ph-lung-6678-p_42 ph-lung-6689-p_29 ph-lung-6749-p_57	UP	ENSG00000061938|TNK2 ENSG00000070010|UFD1 ENSG00000072518|MARK2 ENSG00000099331|MYO9B ENSG00000100941|PNN ENSG00000103168|TAF1C ENSG00000141279|NPEPPS ENSG00000144711|IQSEC1 ENSG00000167615|LENG8 ENSG00000181523|SGSH ENSG00000196476|C20orf96		25 41 118 239 616 813 819 1800 2015 2890 9681	6 7 8 9 12 13 15 16 22 23 24 25 29 31 34 36 38
46	1.9141296945880149	28	20	ENSG00000001497|LAS1L ENSG00000083168|KAT6A ENSG00000087460|GNAS ENSG00000103044|HAS3 ENSG00000108352|RAPGEFL1 ENSG00000110025|SNX15 ENSG00000112659|CUL9 ENSG00000119737|GPR75 ENSG00000124177|CHD6 ENSG00000124198|ARFGEF2 ENSG00000130338|TULP4 ENSG00000139133|ALG10 ENSG00000158079|PTPDC1 ENSG00000162402|USP24 ENSG00000164142|FHIP1A ENSG00000164828|SUN1 ENSG00000167258|CDK12 ENSG00000175164|ABO ENSG00000175662|TOM1L2 ENSG00000177173|NAP1L4P1 ENSG00000178607|ERN1 ENSG00000197774|EME2 ENSG00000213079|SCAF8 ENSG00000227372|TP73-AS1 ENSG00000230225|MTND5P14 ENSG00000257800|FNBP1P1 ENSG00000259366|ENSG00000259366 ENSG00000290870|ENSG00000290870	healthy-6658-p_22 healthy-6667-p_49 healthy-6688-p_56 healthy-6884-p_64 healthy-6960-p_32 pah-6608-p_16 pah-6634-p_28 pah-6637-p_41 pah-6660-p_13 pah-6691-p_23 pah-6712-p_17 pah-6751-p_24 pah-6803-p_50 pah-6858-p_7 pah-6904-p_25 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6678-p_42 ph-lung-6747-p_46 ph-lung-6749-p_57	UP	ENSG00000001497|LAS1L ENSG00000083168|KAT6A ENSG00000087460|GNAS ENSG00000103044|HAS3 ENSG00000108352|RAPGEFL1 ENSG00000110025|SNX15 ENSG00000112659|CUL9 ENSG00000119737|GPR75 ENSG00000124177|CHD6 ENSG00000124198|ARFGEF2 ENSG00000130338|TULP4 ENSG00000139133|ALG10 ENSG00000158079|PTPDC1 ENSG00000162402|USP24 ENSG00000164142|FHIP1A ENSG00000164828|SUN1 ENSG00000167258|CDK12 ENSG00000175164|ABO ENSG00000175662|TOM1L2 ENSG00000177173|NAP1L4P1 ENSG00000178607|ERN1 ENSG00000197774|EME2 ENSG00000213079|SCAF8 ENSG00000227372|TP73-AS1 ENSG00000230225|MTND5P14 ENSG00000257800|FNBP1P1 ENSG00000259366|ENSG00000259366 ENSG00000290870|ENSG00000290870		131 1022 1116 1195 1321 1657 2638 2699 2758 3063 3079 3093 4348 4624 6692 8709 11263 11438 11468 11731 12174 13032 14191 14306 14471 14904 15636 15904	2 6 8 9 11 12 13 14 15 16 17 22 23 25 29 32 34 35 36 38
47	1.9073334490176441	2	25	ENSG00000104983|CCDC61 ENSG00000110074|FOXRED1	healthy-6620-p_6 healthy-6658-p_22 healthy-6884-p_64 healthy-6960-p_32 healthy-6968-p_15 pah-6608-p_16 pah-6634-p_28 pah-6637-p_41 pah-6660-p_13 pah-6691-p_23 pah-6751-p_24 pah-6824-p_34 pah-6858-p_7 pah-6863-p_3 pah-6872-p_4 pah-6875-p_60 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6678-p_42 ph-lung-6689-p_29 ph-lung-6747-p_46 ph-lung-6749-p_57 ph-lung-6754-p_20 ph-lung-6825-p_52 ph-lung-6976-p_12	DOWN		ENSG00000104983|CCDC61 ENSG00000110074|FOXRED1	5016 6902	0 6 7 8 11 12 13 14 17 18 22 23 25 26 27 28 31 32 34 35 36 38 39 42 48
48	1.9015525798443413	4	24	ENSG00000105926|PALS2 ENSG00000114439|BBX ENSG00000135336|ORC3 ENSG00000242265|PEG10	healthy-6620-p_6 healthy-6658-p_22 healthy-6667-p_49 healthy-6743-p_63 healthy-6884-p_64 healthy-6935-p_54 healthy-6960-p_32 pah-6608-p_16 pah-6637-p_41 pah-6660-p_13 pah-6691-p_23 pah-6803-p_50 pah-6858-p_7 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6678-p_42 ph-lung-6747-p_46 ph-lung-6749-p_57 ph-lung-6754-p_20 ph-lung-6755-p_1 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6949-p_66 ph-lung-6980-p_26	UP	ENSG00000105926|PALS2 ENSG00000114439|BBX ENSG00000135336|ORC3 ENSG00000242265|PEG10		2616 8108 9824 12845	0 2 5 6 8 10 11 12 13 14 16 17 23 32 33 34 35 36 38 39 40 44 46 49
49	1.896470045160809	9	8	ENSG00000065534|MYLK ENSG00000134548|SPX ENSG00000152078|TLCD4 ENSG00000152952|PLOD2 ENSG00000163430|FSTL1 ENSG00000165914|TTC7B ENSG00000169756|LIMS1 ENSG00000196611|MMP1 ENSG00000197415|VEPH1	healthy-6620-p_6 healthy-6655-p_27 healthy-6818-p_59 pah-6824-p_34 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6678-p_42 ph-lung-6755-p_1	UP	ENSG00000065534|MYLK ENSG00000134548|SPX ENSG00000152078|TLCD4 ENSG00000152952|PLOD2 ENSG00000163430|FSTL1 ENSG00000165914|TTC7B ENSG00000169756|LIMS1 ENSG00000196611|MMP1 ENSG00000197415|VEPH1		2935 9053 10377 11291 11925 13432 14968 15998 16099	0 1 3 26 34 35 36 40
50	1.896387998723833	31	8	ENSG00000010278|CD9 ENSG00000034713|GABARAPL2 ENSG00000100784|RPS6KA5 ENSG00000105518|TMEM205 ENSG00000114942|EEF1B2 ENSG00000117450|PRDX1 ENSG00000124780|KCNK17 ENSG00000125356|NDUFA1 ENSG00000126246|IGFLR1 ENSG00000128040|SPINK2 ENSG00000137312|FLOT1 ENSG00000146386|ABRACL ENSG00000147684|NDUFB9 ENSG00000162385|MAGOH ENSG00000163634|THOC7 ENSG00000164919|COX6C ENSG00000168653|NDUFS5 ENSG00000169230|PRELID1 ENSG00000170153|RNF150 ENSG00000171657|GPR82 ENSG00000172809|RPL38 ENSG00000173660|UQCRH ENSG00000174720|LARP7 ENSG00000175061|SNHG29 ENSG00000175193|PARL ENSG00000188612|SUMO2 ENSG00000196465|MYL6B ENSG00000215126|ZNG1F ENSG00000228506|PNISR-AS1 ENSG00000249138|SLED1 ENSG00000288792|ENSG00000288792	healthy-6818-p_59 pah-6744-p_2 pah-6824-p_34 pah-6863-p_3 pah-6958-p_40 ph-lung-6748-p_43 ph-lung-6932-p_21 ph-lung-6976-p_12	UP	ENSG00000010278|CD9 ENSG00000034713|GABARAPL2 ENSG00000100784|RPS6KA5 ENSG00000105518|TMEM205 ENSG00000114942|EEF1B2 ENSG00000117450|PRDX1 ENSG00000124780|KCNK17 ENSG00000125356|NDUFA1 ENSG00000126246|IGFLR1 ENSG00000128040|SPINK2 ENSG00000137312|FLOT1 ENSG00000146386|ABRACL ENSG00000147684|NDUFB9 ENSG00000162385|MAGOH ENSG00000163634|THOC7 ENSG00000164919|COX6C ENSG00000168653|NDUFS5 ENSG00000169230|PRELID1 ENSG00000170153|RNF150 ENSG00000171657|GPR82 ENSG00000172809|RPL38 ENSG00000173660|UQCRH ENSG00000174720|LARP7 ENSG00000175061|SNHG29 ENSG00000175193|PARL ENSG00000188612|SUMO2 ENSG00000196465|MYL6B ENSG00000215126|ZNG1F ENSG00000228506|PNISR-AS1 ENSG00000249138|SLED1 ENSG00000288792|ENSG00000288792		1853 2689 3452 3458 4398 4564 5250 5426 5672 6296 6308 6450 6495 7213 7469 7689 7727 7787 8603 8720 8969 9672 10311 11366 11458 12163 13685 13739 14007 15305 15359	3 18 21 24 26 37 45 48
51	1.8809892643170032	3	16	ENSG00000041802|LSG1 ENSG00000262714|ENSG00000262714 ENSG00000272498|ENSG00000272498	healthy-6620-p_6 healthy-6667-p_49 healthy-6743-p_63 healthy-6884-p_64 healthy-6935-p_54 healthy-6960-p_32 pah-6637-p_41 pah-6712-p_17 pah-6751-p_24 pah-6858-p_7 pah-6904-p_25 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6747-p_46 ph-lung-6749-p_57 ph-lung-6755-p_1	UP	ENSG00000041802|LSG1 ENSG00000262714|ENSG00000262714 ENSG00000272498|ENSG00000272498		4043 15199 15793	0 2 5 6 10 11 13 15 17 25 29 32 34 35 38 40
52	1.8794609621533591	3	22	ENSG00000110448|CD5 ENSG00000170004|CHD3 ENSG00000173757|STAT5B	healthy-6655-p_27 healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 healthy-6935-p_54 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6922-p_35 pah-6942-p_9 pah-6958-p_40 ph-lung-6747-p_46 ph-lung-6748-p_43 ph-lung-6754-p_20 ph-lung-6822-p_18 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6949-p_66 ph-lung-6976-p_12	DOWN		ENSG00000110448|CD5 ENSG00000170004|CHD3 ENSG00000173757|STAT5B	32 399 2089	1 3 4 5 10 18 19 20 21 26 28 30 32 33 37 39 41 43 44 45 46 48
53	1.8790663190352583	31	24	ENSG00000048828|FAM120A ENSG00000071246|VASH1 ENSG00000076108|BAZ2A ENSG00000099942|CRKL ENSG00000102572|STK24 ENSG00000108424|KPNB1 ENSG00000111877|MCM9 ENSG00000117713|ARID1A ENSG00000121892|PDS5A ENSG00000124942|AHNAK ENSG00000132972|RNF17 ENSG00000134250|NOTCH2 ENSG00000138674|SEC31A ENSG00000152818|UTRN ENSG00000159140|SON ENSG00000159592|GPBP1L1 ENSG00000165102|HGSNAT ENSG00000165671|NSD1 ENSG00000166326|TRIM44 ENSG00000166889|PATL1 ENSG00000168769|TET2 ENSG00000172534|HCFC1 ENSG00000176087|SLC35A4 ENSG00000178209|PLEC ENSG00000180357|ZNF609 ENSG00000197555|SIPA1L1 ENSG00000211642|IGLV10-54 ENSG00000215912|TTC34 ENSG00000242689|CNTF ENSG00000260032|NORAD ENSG00000283930|PLD5P1	healthy-6620-p_6 healthy-6658-p_22 healthy-6884-p_64 healthy-6960-p_32 pah-6608-p_16 pah-6634-p_28 pah-6637-p_41 pah-6691-p_23 pah-6712-p_17 pah-6751-p_24 pah-6803-p_50 pah-6824-p_34 pah-6858-p_7 pah-6872-p_4 pah-6875-p_60 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6678-p_42 ph-lung-6689-p_29 ph-lung-6747-p_46 ph-lung-6749-p_57 ph-lung-6754-p_20 ph-lung-6755-p_1 ph-lung-6825-p_52	UP	ENSG00000048828|FAM120A ENSG00000071246|VASH1 ENSG00000076108|BAZ2A ENSG00000099942|CRKL ENSG00000102572|STK24 ENSG00000108424|KPNB1 ENSG00000111877|MCM9 ENSG00000117713|ARID1A ENSG00000121892|PDS5A ENSG00000124942|AHNAK ENSG00000132972|RNF17 ENSG00000134250|NOTCH2 ENSG00000138674|SEC31A ENSG00000152818|UTRN ENSG00000159140|SON ENSG00000159592|GPBP1L1 ENSG00000165102|HGSNAT ENSG00000165671|NSD1 ENSG00000166326|TRIM44 ENSG00000166889|PATL1 ENSG00000168769|TET2 ENSG00000172534|HCFC1 ENSG00000176087|SLC35A4 ENSG00000178209|PLEC ENSG00000180357|ZNF609 ENSG00000197555|SIPA1L1 ENSG00000211642|IGLV10-54 ENSG00000215912|TTC34 ENSG00000242689|CNTF ENSG00000260032|NORAD ENSG00000283930|PLD5P1		1 6 37 231 368 370 475 533 746 923 1101 1193 1268 1298 1597 1604 2007 2081 2254 2255 2476 2587 3033 3189 3214 7505 12792 13198 15051 15506 16133	0 6 8 11 12 13 15 16 17 22 23 25 26 27 28 31 32 34 35 36 38 39 40 42
54	1.8566417418152856	48	17	ENSG00000050767|COL23A1 ENSG00000051128|HOMER3 ENSG00000058866|DGKG ENSG00000064989|CALCRL ENSG00000065911|MTHFD2 ENSG00000101188|NTSR1 ENSG00000103174|NAGPA ENSG00000103569|AQP9 ENSG00000103966|EHD4 ENSG00000108861|DUSP3 ENSG00000111846|GCNT2 ENSG00000112053|SLC26A8 ENSG00000112299|VNN1 ENSG00000117009|KMO ENSG00000117115|PADI2 ENSG00000123342|MMP19 ENSG00000136689|IL1RN ENSG00000137474|MYO7A ENSG00000137834|SMAD6 ENSG00000138411|HECW2 ENSG00000138413|IDH1 ENSG00000140157|NIPA2 ENSG00000145545|SRD5A1 ENSG00000145685|LHFPL2 ENSG00000146733|PSPH ENSG00000154736|ADAMTS5 ENSG00000156414|TDRD9 ENSG00000156735|BAG4 ENSG00000157637|SLC38A10 ENSG00000158488|CD1E ENSG00000158623|COPG2 ENSG00000159200|RCAN1 ENSG00000162433|AK4 ENSG00000163683|SMIM14 ENSG00000163823|CCR1 ENSG00000170439|METTL7B ENSG00000176170|SPHK1 ENSG00000185339|TCN2 ENSG00000186352|ANKRD37 ENSG00000188404|SELL ENSG00000196189|SEMA4A ENSG00000213639|PPP1CB ENSG00000225342|LRRK2-DT ENSG00000234336|JAZF1-AS1 ENSG00000259319|JDP2-AS1 ENSG00000266208|GJD3-AS1 ENSG00000284977|ENSG00000284977 ENSG00000287091|ENSG00000287091	healthy-6655-p_27 healthy-6819-p_19 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6922-p_35 pah-6958-p_40 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6747-p_46 ph-lung-6754-p_20 ph-lung-6825-p_52 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21	UP	ENSG00000050767|COL23A1 ENSG00000051128|HOMER3 ENSG00000058866|DGKG ENSG00000064989|CALCRL ENSG00000065911|MTHFD2 ENSG00000101188|NTSR1 ENSG00000103174|NAGPA ENSG00000103569|AQP9 ENSG00000103966|EHD4 ENSG00000108861|DUSP3 ENSG00000111846|GCNT2 ENSG00000112053|SLC26A8 ENSG00000112299|VNN1 ENSG00000117009|KMO ENSG00000117115|PADI2 ENSG00000123342|MMP19 ENSG00000136689|IL1RN ENSG00000137474|MYO7A ENSG00000137834|SMAD6 ENSG00000138411|HECW2 ENSG00000138413|IDH1 ENSG00000140157|NIPA2 ENSG00000145545|SRD5A1 ENSG00000145685|LHFPL2 ENSG00000146733|PSPH ENSG00000154736|ADAMTS5 ENSG00000156414|TDRD9 ENSG00000156735|BAG4 ENSG00000157637|SLC38A10 ENSG00000158488|CD1E ENSG00000158623|COPG2 ENSG00000159200|RCAN1 ENSG00000162433|AK4 ENSG00000163683|SMIM14 ENSG00000163823|CCR1 ENSG00000170439|METTL7B ENSG00000176170|SPHK1 ENSG00000185339|TCN2 ENSG00000186352|ANKRD37 ENSG00000188404|SELL ENSG00000196189|SEMA4A ENSG00000213639|PPP1CB ENSG00000225342|LRRK2-DT ENSG00000234336|JAZF1-AS1 ENSG00000259319|JDP2-AS1 ENSG00000266208|GJD3-AS1 ENSG00000284977|ENSG00000284977 ENSG00000287091|ENSG00000287091		325 730 1389 1876 3662 3781 3842 4121 4157 4205 4255 4336 4868 5199 6206 6710 6773 7111 7328 7696 7701 7879 8119 8298 8473 8474 9118 9183 9617 11328 11598 11883 12142 12364 12512 12559 12685 12762 13050 13319 13462 13480 13568 13659 14356 14670 14931 15147	1 4 18 19 20 21 26 28 32 33 34 35 39 42 43 44 45
55	1.8344259738094815	5	24	ENSG00000183281|PLGLB1 ENSG00000183648|NDUFB1 ENSG00000184056|VPS33B ENSG00000260257|ENSG00000260257 ENSG00000268205|ENSG00000268205	healthy-6688-p_56 healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 healthy-6935-p_54 healthy-6968-p_15 pah-6744-p_2 pah-6751-p_24 pah-6863-p_3 pah-6890-p_47 pah-6904-p_25 pah-6922-p_35 pah-6942-p_9 pah-6958-p_40 ph-lung-6748-p_43 ph-lung-6822-p_18 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6976-p_12 ph-lung-6980-p_26	UP	ENSG00000183281|PLGLB1 ENSG00000183648|NDUFB1 ENSG00000184056|VPS33B ENSG00000260257|ENSG00000260257 ENSG00000268205|ENSG00000268205		6438 7824 8553 9924 14463	3 4 5 7 9 10 18 19 20 21 24 25 29 30 33 37 41 43 44 45 46 47 48 49
56	1.8293795651065232	3	15	ENSG00000110455|ACCS ENSG00000156886|ITGAD ENSG00000160305|DIP2A	healthy-6655-p_27 healthy-6658-p_22 healthy-6688-p_56 healthy-6743-p_63 healthy-6884-p_64 pah-6608-p_16 pah-6637-p_41 pah-6660-p_13 pah-6803-p_50 pah-6858-p_7 ph-lung-6662-p_55 ph-lung-6755-p_1 ph-lung-6898-p_8 ph-lung-6952-p_36 ph-lung-6976-p_12	UP	ENSG00000110455|ACCS ENSG00000156886|ITGAD ENSG00000160305|DIP2A		515 3661 11882	1 8 9 10 11 12 13 14 16 17 35 40 44 47 48
